SMILES,trg(MW),trg(LogP),trg(QED),trg(TPSA),trg(HBA),trg(HBD),trg(DRD2),gen(MW),gen(LogP),gen(QED),gen(TPSA),gen(HBA),gen(HBD),gen(DRD2),reward
CN(C)C1OC(c2nnc(C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)C2CCC3(O)C4Cc5ccc(O)c6c5C3(CCN4C(CCCN=C(N)N)C(=O)N3CC(O)C(O)C(O)C3N3CC(O)C(O)C(O)C3C(=O)[O-])C2O6)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1192.224,-11.502,0.047438734,517.31,29,18,0.215086225,1.229161849
CN(C)C1C(O)C(O)C(O)CN1C1OC(C(=O)Nn2c(-c3nnc(N4CCCC(N)C4)n3NC(=O)C3OC(C4CNC4)C(O)C(O)C3O)nnc2-n2cc(C3OC(C(O)O)C(O)C(O)C3O)cn2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1058.03,-12.2136,0.074903168,496.12,29,18,0.068337148,5.457488913
CN(C)C1OC(c2nc(=O)c(-c3nnc(C4OC(C(O)O)C(O)C(O)C4O)n3NC(=O)c3nc(C4OCC(O)C(O)C4O)nn3C3OC(C(O)O)C(O)C(O)C3O)c[nH]2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,936.795,-11.6764,0.083932586,500.11,28,18,0.020541286,2.202188792
O=C(Nn1c(C2OC(C3CNC3)C(O)C(O)C2O)nnc1-n1cc(C2OCC(O)C(O)C2O)cn1)C1C(=O)N(c2nc(C3OC(C(O)O)C(O)C(O)C3O)nn2C2OC(C3CNC3)C(O)C(O)C2O)C1C1CNC1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1053.994,-11.6948,0.045488085,484.88,28,18,0.020347861,6.082598425
O=C(Nn1c(-c2cc(=O)[nH]c(=O)[nH]2)nnc1C1OC(N2CC(O)C(O)C(O)C2C(O)O)C(O)C(O)C1O)c1nc(C2OC(c3cccc4c3OCCO4)C(O)C(O)C2O)n(C2OC(C3CNC3)C(O)C(O)C2O)n1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1051.93,-10.2792,0.065586158,500.88,28,18,0.060236957,6.188102096
CN(C)C1OC(c2nnc(-c3sc4cc(O)ccc4c3C3OC(N4CC(O)C(O)C(O)C4N4CC(O)C(O)C(O)C4C4CNC4)C(O)C(O)C3O)n2NC(=O)C2OC(C(=O)[O-])C(O)C(O)C2N)C(N)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1058.067,-11.2992,0.089631597,484.64,28,18,0.207481653,5.186238343
CN(C)C1OC(C(=O)Nn2c(-c3c(C4OC(C(=O)C(CC5OC(C(=O)[O-])C(O)C(O)C5O)N5CC(O)C(O)C(O)C5N(C)C)C(O)C(O)C4O)[nH]c4ccc(Cl)cc34)nnc2C2OC(C3CNC3)C(N)C(O)C2O)C(N)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1159.578,-11.0697,0.071257846,506.5,29,18,0.048148717,1.518220522
Cc1[nH]c(-c2nnc(-c3cc(F)c(F)c(F)c3)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3N3CC(O)C(O)C(O)C3C3CNC3)C(O)C(O)C2O)nc(=O)c1C1OC(N2CC(O)C(O)C(O)C2C(=O)[O-])C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1105.964,-11.99358,0.083838283,489.35,28,18,0.016471871,2.457324732
CN(C)C1OC(c2nc(C3OC(C(=O)[O-])C(O)C(O)C3O)nnc2-c2nnc(-c3c[nH]c(=N)[nH]c3=N)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3N3CSCC3C(O)O)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1045.976,-12.98586,0.079302173,538.52,29,19,0.066039181,6.919598102
Cc1[nH]oc(=NS(=O)(=O)c2ccccc2C2OC(C(=O)Nn3c(-c4cccc(Cl)c4C)nnc3C3OC(CO)C(N)C(O)C3O)C(O)C(O)C2O)c1C,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,780.213,-1.49134,0.098427687,301.1,15,9,0.004630686,0.791297253
O=C(Nn1c(-c2ccc(Cl)nc2)nnc1-c1n[nH]cc1C1OC(N2CC(O)C(O)C(O)C2N2CC(O)C(O)C(O)C2C(=O)[O-])C(O)C(O)C1O)C1OC(N2CC(O)C(O)C(O)C2C2CNC2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1045.39,-12.0311,0.08385002,485.17,28,18,0.099496254,7.83464161
O=C(C(=O)C1OC(N2CC(O)C(O)C(O)C2C(O)O)C(O)C(O)C1O)c1nn(-c2nnc(C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)C2OC(C3CNC3)C(O)C(O)C2O)c2c1CS(=O)(=O)c1ccccc1-2,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1070.01,-11.0633,0.048155926,484.12,28,17,0.037245912,4.141436049
Cc1n[nH]c(C(=O)Nn2c(-c3nc(C4OC(C(=O)[O-])C(O)C(O)C4O)[nH]c3C3OC(NC(N)=S)C(O)C(O)C3O)nnc2C2OC(N3CC(O)C(O)C(O)C3C3CNC3)C(O)C(O)C2O)n1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,958.898,-11.46918,0.083903482,493.96,28,18,0.072279784,2.848085999
CN(C)C1C(O)C(O)C(O)CN1C1OC(C23CCC(c4nnc(C5OC(C(=O)[O-])C(O)C(O)C5O)n4NC(=O)c4[nH]ncc4C4OC(N5CC(O)C(O)C(O)C5C5CNC5)C(O)C(O)C4O)(CC2)OC3)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1088.068,-11.9965,0.099335683,490.74,29,18,0.1016261,3.087862286
O=C(C(=O)C1OC(C2CNC2)C(O)C(O)C1O)c1nnc(-c2cc(C3OC(C(O)O)C(O)C(O)C3O)c([N+](=O)[O-])cc2C23CC2C(C2OCC(O)C(O)C2O)C(O)C3O)n1NC(=O)C1OCC(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1030.9,-10.8497,0.030853117,509.72,28,18,0.011999449,12.73842477
CN(C)C1C(O)C(O)C(O)CN1C1OC(C(=O)Nn2c(CCC(O)CC(O)CC(=O)O)nnc2C(CCCN2CC(O)C(O)C(O)C2NC(N)=S)C2OC(C(=O)[O-])C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1015.039,-12.0176,0.057223663,486.69,29,18,0.016047997,11.52049987
CCS(=O)(=O)N1CC(c2nnc(C3OCC(O)C(O)C3O)n2NC(=O)c2nnc(C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)C2OCC(O)C(O)C2O)(C2OC(NC(N)=S)C(O)C(O)C2O)C1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1027.015,-11.755,0.087789678,486.76,28,17,0.026852087,50.5274894
NC1C(C(=O)[O-])OC(c2cn[nH]c2C(=O)Nn2c(C3OC(N4CC(O)C(O)C(O)C4N4CC(O)C(O)C(O)C4N4CC(O)C(O)C(O)C4C4CNC4)C(O)C(O)C3O)nnc2N2CCCc3ccccc32)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1064.053,-11.3765,0.089630088,481.31,28,18,0.088137147,4.697706923
O=C([O-])C1OC(C(=O)Nn2c(-c3nn4cc(-c5c[nH]c(C6OC(N7CC(O)C(O)C(O)C7c7ccc8ncnn8c7)C(O)C(O)C6O)c5)nc4s3)nnc2C2OC(c3c[nH]c4ccc(Br)cc34)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1181.926,-5.484,0.060736915,465.59,25,15,0.054548765,1.28010118
CC(C=CC(C)=C1CCCC(=Cc2ccc(C=CC(=O)CC(=O)C=CC3=C(C)CCCC3(C)C)cc2)C1=O)=Cc1onc(C)c1S(=O)(=O)N1Cc2ccccc2CC1c1sc(=O)n(-c2cn(CN=c3nc4c(=Cc5[nH]c(=O)[nH]c5O)cnn4c(=NC4CC4)[nH]3)nn2)c1C,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1291.531,8.58254,0.035530546,306.91,14,4,0.122796339,0.703668977
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2nnc(-n3c(=O)cc(-c4c[nH]c(C5OC(C(=O)[O-])C(O)C(O)C5O)c4)c4ccccc43)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3C3CNC3)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1120.069,-11.5201,0.066299086,490.62,28,18,0.043231591,2.112901128
CN(C)CCCN1CC(c2nnc(C3OCC(O)C(O)C3O)n2NC(=O)c2nnc(C3OC(N(C)C)C(O)C(O)C3O)n2NC(=O)C2OC(C(O)O)C(O)C(O)C2O)(n2cc(C3OC(C(O)O)C(O)C(O)C3O)c3ccccc32)C1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1141.112,-10.521,0.046330213,494.87,29,18,0.156561708,1.74293617
Cc1[nH]c(=NC(=O)c2nnc(-n3c(C4OC(N5CC(O)C(O)C(O)C5NC(N)=S)C(O)C(O)C4O)n[nH]c3=S)n2NC(=O)C2OC(C(=O)[O-])C(O)C(O)C2O)sc1C1OC(C2CNC2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1051.042,-11.58969,0.083848446,502.54,28,18,0.029528837,6.561858368
CN(C)C1OC(c2nnc(-c3nnc(C4OC(C(O)O)C(O)C(O)C4O)n3NC(=O)C3OCC(O)C(O)C3O)n2NC(=O)C2(C3OC(C(O)O)C(O)C(O)C3O)CN(C(=O)CC(C)(C)C)C2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1038.972,-11.5411,0.08778502,503.77,28,18,0.007347955,10.10483887
Cc1c(C(=O)Nn2c(C3OCC(O)C(O)C3O)nnc2C2OC(C3CNC3)C(O)C(O)C2O)cc(-c2nnc(C3OC(C(O)O)C(O)C(O)C3O)n2NC(=O)C2(C)CO2)c(=O)n1C1OC(C2CNC2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1069.989,-10.82158,0.059144051,498.35,28,18,0.036676385,4.152691963
CN(C)C(CNC(N)=S)C1OC(C(=O)Nn2c(CN=c3nc4c(=Cc5[nH]c(=O)[nH]c5O)cnn4c(=NC4CC4)[nH]3)nnc2C2OC(C3C4CCC(O4)C3C3OC(N4CC(O)C(O)C(O)C4C(=O)[O-])C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1236.222,-13.5932,0.049153611,563.73,30,19,0.048749318,0.97939099
CN(C)C1C(O)C(O)C(O)CN1C1OC(n2c(-c3nnc(C4C(O)C(O)C5(C6OC(C7CNC7)C(O)C(O)C6O)CC45)n3NC(=O)C3OC(C(=O)[O-])C(O)C(O)C3O)nc3c([nH]c4ccccc43)c2=O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1076.016,-11.0752,0.070106167,480.04,27,17,0.046190623,3.687913774
CN(C)C1OC(C(=O)Nn2c(C(=O)Nn3c(C4CCNC4)nnc3-n3cc(C4OC(C5CNC5)C(O)C(O)C4O)cn3)nnc2C2OC(N3CC(O)C(O)C(O)C3C(O)O)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1028.988,-11.7449,0.074911311,478.89,28,18,0.107701402,14.49398347
CN(C)C1OC(c2nnc(C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)c2nc3cc(C4OC(N5CC(O)C(O)C(O)C5C5CNC5)C(O)C(O)C4O)ccc3n2C2OC(C(=O)[O-])C(O)C(O)C2N)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1083.052,-12.0418,0.084765236,494.46,29,18,0.086532702,3.331383241
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2cc3nc(-c4nnc(C5OCC(O)C(O)C5O)n4NC(=O)C4OC(C5CNC5)C(O)C(O)C4O)[nH]c3cc2C2OC(C(=O)[O-])C(O)C(O)C2O)C(N)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1027.972,-11.88,0.089641355,493.29,28,18,0.061084183,55.45998602
O=C(Nn1c(C2OC(N3CC(O)C(O)C(O)C3C(O)O)C(O)C(O)C2O)nnc1-n1cccc(C2OC(C3CNC3)C(O)C(O)C2O)c1=O)c1nn(C2OC(C(O)O)C(O)C(O)C2O)c2c1CCN(C(=O)C(F)(F)F)C2=O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1110.916,-11.3129,0.083837862,503.65,28,18,0.143021596,2.31209866
N#CN=C(Nc1nnc(C(=O)C(=O)C2OC(N3CC(O)C(O)C(O)C3C3CNC3)C(O)C(O)C2O)n1NC(=O)C1OC(N2CC(O)C(O)C(O)C2C2CNC2)C(O)C(O)C1O)NS(=O)(=O)c1ccc2ccccc2c1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1077.053,-9.93152,0.026323988,480.06,27,17,0.004077378,3.589405089
Cc1n[nH]c(=NC(=O)CN2CCC34c5c6ccc(O)c5OC3C(C3C(O)C(O)C(O)CN3C3OC(c5nnc(C7OC(N8CC(O)C(O)C(O)C8C(=O)[O-])C(O)C(O)C7N)n5NC(=O)c5ccc7c(c5)CCC7)C(O)C(O)C3O)CCC4(O)C2C6)s1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1223.262,-8.24238,0.070108882,484.47,27,16,0.216957405,1.038309752
Cn1cc(-c2nnc(C3OCC(O)C(O)C3O)n2NC(=O)C2(C(=O)Nn3c(C4OC(C(O)O)C(O)C(O)C4O)nnc3C3OC(C4CNC4)C(O)C(O)C3O)CN(CCO)C2)nc1C1OCC(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1030.956,-11.7119,0.055822525,493.08,28,18,0.055277331,50.00642767
C#CCN1CC(C(=O)Nn2c(C(=O)Nn3c(C4CO4)nnc3C3OC(N(C)C)C(O)C(O)C3O)nnc2C2OC(N(C)C)C(O)C(O)C2O)(c2nc(=N)c3cc(C4OC(C(O)O)C(O)C(O)C4O)c(C4OCC(O)C(O)C4O)cc3[nH]2)C1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1161.106,-10.29183,0.03166403,514.54,29,18,0.169211022,1.496628735
CN(C)C1OC(c2nnc(C3OC(N4CC(O)C(O)C(O)C4NC(N)=S)C(O)C(O)C3N)n2NC(=O)c2ccc(Cl)c(C3OC(N4CC(O)C(O)C(O)C4C(=O)[O-])C(O)C(O)C3N)c2F)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1057.442,-11.5364,0.098260345,490.43,29,18,0.037416211,5.555951079
Cc1nc(C2OC(c3cc(C4OC(C(=O)NN)C(C)(O)C4O)c4cccc(C5CC(C(=O)Nn6c(-c7nnn8cnc9[nH]ccc9c78)nnc6C(Cc6cc7ccccc7o6)N6CC(O)C6)CN5)c4n3)C(O)C(O)C2O)co1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1068.078,0.27312,0.044433973,380.97,22,11,0.159784004,2.359456228
Cc1ccc(C2OC(c3nnc(C(=O)Nn4c(-c5ccn(C6OC(C7CNC7)C(O)C(O)C6O)c5)nnc4C4OC(C(O)O)C(O)C(O)C4O)n3NC(=O)C3OC(C(=O)[O-])C(O)C(O)C3O)C(O)C(O)C2O)c(S(=O)(=O)N(C)C)c1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1157.068,-11.12108,0.052140196,534.23,29,17,0.034579518,1.541188054
CN(C)CC(C)(C)OCc1nnc(C2OC(N3CC(O)C(O)C(O)C3C(O)O)C(O)C(O)C2O)n1NC(=O)c1nnc(C2OC(C(O)O)C(O)C(O)C2O)n1NC(=O)C1OC(N(C)C)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1013.966,-12.0594,0.073670242,489.94,29,18,0.02044134,10.85937916
CCC(C)(C)c1nnc(C2OC(C(O)O)C(O)C(O)C2O)n1NC(=O)c1nnc(-n2cccc(C3OC(N4CC(O)C(O)C(O)C4N(C)C)C(O)C(O)C3O)c2=O)n1NC(=O)C1OC(C(O)O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1047.983,-11.0777,0.070690284,499.47,28,18,0.017342261,7.177456439
CN(C)C1C(O)C(O)C(O)CN1C1OC(C(=O)Nn2c(-c3nc(C4OC(C(O)O)C(O)C(O)C4O)n(C4COCCO4)n3)nnc2-n2c(O)c(C3OC(C4CNC4)C(O)C(O)C3O)[nH]c2=O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1034.944,-11.9944,0.079305735,496.42,29,18,0.016034314,13.21315349
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2nnc(C3OC(N4CC(O)C(O)C(O)C4C(=O)[O-])C(O)C(O)C3O)n2NC(=O)c2cc(Cl)c(C3OC(NC(N)=S)C(O)C(O)C3N)s2)C(N)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1045.481,-11.614,0.098264115,490.43,29,18,0.046676381,8.024135508
Cn1nnc(-n2nc(C3OC(c4c(Cl)ccc(C5OCC(O)C(O)C5O)c4F)C(O)C(O)C3O)nc2C(=O)Nn2c(C(N)=O)nnc2C2OC(N3CC(O)C(O)C(O)C3C(O)O)C(O)C(O)C2O)n1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1006.268,-9.7354,0.0656014,491.36,27,16,0.052827976,6.414842899
CCC(C(=O)N1C(=O)CCC1C(=O)Nn1c(-c2nnc(C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)C2OC(C3CNC3)C(O)C(O)C2O)nnc1C1OC(N2CC(O)C(O)C(O)C2C(O)O)C(O)C(O)C1O)N(C)C,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1102.079,-12.0962,0.078121901,498.45,29,18,0.014491168,2.573604873
CN(C)C1OC(c2nnc(-n3cccn3)n2NC(=O)c2nnc(C3OC(NC(N)=S)C(O)C(O)C3O)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3C(O)O)C(O)C(O)C2O)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,978.909,-12.2505,0.062644987,492.88,29,18,0.030060585,3.903445282
CC(Cc1nnc(-c2nnc(-n3cc(C4OC(C(O)O)C(O)C(O)C4O)cn3)n2NC(=O)C2OC(N(C)C)C(O)C(O)C2O)n1NC(=O)C1OC(N2CC(O)C(O)C(O)C2C(O)O)C(O)C(O)C1O)N(C)C,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1035.976,-12.5572,0.066673737,498.53,29,18,0.021502226,12.26519523
O=C(Nn1c(-c2cc(C3OC(N4CC(O)C(O)C(O)C4C(=O)[O-])C(O)C(O)C3O)c[nH]2)nnc1-c1ncnc2c1nc1n2CCCCC1)c1cc2c(cc1F)c(=O)c(C1OC(N3CC(O)C(O)C(O)C3C(O)O)C(O)C(O)C1O)cn2C1OC(c2ccc(Cl)cc2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1382.696,-7.795,0.050534989,559.41,31,19,0.085735,0.585412598
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2nnc(C3OC(C(O)O)C(O)C(O)C3O)n2NC(=O)c2nnc(C3OC(C(O)O)C(O)C(O)C3O)n2NC(=O)C2OCCN2CCCF)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1015.913,-12.2258,0.078142696,489.94,29,18,0.03224767,11.98001245
CN(C)C1OC(C(=O)Nn2c(-c3nnc(-c4cnn(C5OC(C(O)O)C(O)C(O)C5O)c4)n3NC(=O)C3OC(N4CC(O)C(O)C(O)C4C(O)O)C(O)C(O)C3O)nnc2C2CC(F)(F)C2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1040.898,-11.4018,0.074907623,495.29,28,18,0.027886699,9.412732879
CCC(=O)N1CC(=O)N(c2nc(C3OC(C4CNC4)C(O)C(O)C3O)nn2C2OCC(O)C(O)C2O)C(C(=O)Nn2c(C3OC(CC(O)CO)C(O)C(O)C3O)nnc2C2OC(C3CNC3)C(O)C(O)C2O)C1=O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1059.994,-11.5183,0.082839033,492.41,28,17,0.011711053,5.13852894
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2cnn(-c3nnc(-c4nnc(C5CC5(F)F)n4NC(=O)C4OC(C(O)O)C(O)C(O)C4O)n3NC(=O)C3OC(C(O)O)C(O)C(O)C3O)c2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1026.871,-11.9272,0.074911936,495.29,28,18,0.008462716,61.04326842
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2nn(C3OC(C4CNC4)C(N)C(O)C3O)c3cc(-c4nnc(C5OC(C6CNC6)C(O)C(O)C5O)n4NC(=O)C4OC(C(=O)[O-])C(O)C(O)C4O)ccc23)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1083.052,-12.3611,0.08476519,494.46,29,18,0.085471891,3.331354911
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2nnc(-c3cc(C4OC(C(=O)[O-])C(O)C(O)C4O)ccc3C=Cc3ccccc3F)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3N3CC(O)C(O)C(O)C3N(C)C)C(O)C(O)C2O)C(N)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1226.209,-11.8523,0.070675278,513.76,31,19,0.012424041,1.029188483
CC(=O)C=CCCC1OC(c2cc3c(C(=O)C(=O)C4OC(C(O)O)C(O)C(O)C4O)ncnc3cc2-c2nnc(N3CC(O)C(O)C(O)C3C(O)O)n2NC(=O)c2nc(C3OCC(O)C(O)C3O)sc2C)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1109.043,-7.86628,0.022748917,504.3,29,17,0.051759465,2.319287375
CCCC(C1OC(CC(C(=O)C2OC(C(=O)Nn3c(NC4c5ccccc5CC4O)nnc3C3OC(C4CNC4)C(O)C(O)C3N)C(O)C(O)C2N)N2CC(O)C(O)C(O)C2C(=O)[O-])C(O)C(O)C1O)N1CC(O)C(O)C(O)C1N(C)C,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1169.23,-11.9073,0.069924419,513.74,30,19,0.124854754,1.418141061
Cc1ccc(C2OC(C(=O)Nn3c(NS(=O)(=O)O)nnc3-c3nc(C4OC(N5CC(O)C(O)C(O)C5N5CC(O)C(O)C(O)C5C(O)O)C(O)C(O)C4O)nn3C3COCCO3)C(O)C(O)C2O)c(Br)c1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1101.85,-9.05738,0.062615055,483.54,28,17,0.018516587,2.541400453
CSc1nnc(-c2cnn(C3OC(C(O)O)C(O)C(O)C3O)c2)n1NC(=O)c1nnc(C2OC(N3CC(O)C(O)C(O)C3C3CNC3)C(O)C(O)C2O)n1NC(=O)C1OC(C2CNC2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1017.986,-11.2643,0.059155367,475.65,28,18,0.044466793,12.2792117
Cc1[nH]c(=O)c(-c2nnc(-c3nc4ccccc4n3C)n2NC(=O)C2OC(N3CC(O)C(O)C(O)C3N3CC(O)C(O)C(O)C3N3CC(O)C(O)C(O)C3C(=O)[O-])C(O)C(O)C2O)cc1C1OC(C2CNC2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1105.058,-11.91918,0.070102093,494.28,28,18,0.0555153,2.481056302
CC1CC(C)CN(c2nnc(C3OC(C4CNC4)C(O)C(O)C3O)n2NC(=O)c2nc(=O)c(C34CC3C(C3OC(N5CC(O)C(O)C(O)C5N5CC(O)C(O)C(O)C5C(=O)[O-])C(O)C(O)C3O)C(O)C4O)c(O)[nH]2)C1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1070.053,-11.6667,0.105035974,489.35,28,18,0.028066846,4.178533582
CN(C)C1OC(C(=O)Nn2c(-c3nnc(C(C)(C)C)n3NC(=O)C3OC(N4CC(O)C(O)C(O)C4C(O)O)C(O)C(O)C3O)nnc2-n2cc(C3OC(C(O)O)C(O)C(O)C3O)cn2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1006.934,-11.7523,0.079317297,495.29,28,18,0.014537958,7.863639914
CC(=Cc1ccc(C2OC(C(=O)[O-])C(O)C(O)C2O)c(C(=O)Nn2c(C3OC(C4CNC4)C(O)C(O)C3O)nnc2C2OC(N3CC(O)C(O)C(O)C3N3CC(O)C(O)C(O)C3)C(O)C(O)C2O)c1)C(=O)O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1028.952,-11.2328,0.092941324,486.89,28,18,0.069306354,50.28286108
NC(=S)NC1C(O)C(O)C(O)CN1C1C(O)C(O)C(O)CN1C1C(O)C(O)C(O)CN1C1OC(c2nnc(C3OC(C(=O)[O-])C(O)C(O)C3O)n2NC(=O)c2cnc3ccccc3c2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1013.97,-12.0308,0.088510506,482.51,29,18,0.006074267,10.91130902
CC(C)CC(C(=O)O)N1CC(C(=O)Nn2c(C3OCC(O)C(O)C3O)nnc2C2OC(C(O)O)C(O)C(O)C2O)(c2nnc(C3OC(N(C)C)C(O)C(O)C3O)n2NC(=O)C2OC(C3CNC3)C(O)C(O)C2O)C1,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1064.026,-11.1388,0.073655727,495.57,29,18,0.059661163,4.718623571
CN(C)C1C(O)C(O)C(O)CN1C1OC(c2nc(C3OC(C4CNC4)C(O)C(O)C3O)n(-c3nnc(C4COCCO4)n3NC(=O)c3nc(=N)[nH]cc3C3OC(C(O)O)C(O)C(O)C3O)n2)C(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1029.972,-11.12543,0.07930772,490.93,28,18,0.089647361,13.78397477
O=C(Nn1c(C2OC(C3CNC3)C(O)C(O)C2O)nnc1-n1cc(C2OC(C3CNC3)C(O)C(O)C2O)cn1)c1nnc(N2CCC(C3OC(C(O)O)C(O)C(O)C3O)C2)n1NC(=O)C1OCC(O)C(O)C1O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1041.983,-11.5381,0.074907316,484.88,28,18,0.038855906,9.086097785
CCCCCCCCCCCCCC(=O)N1CCC2(CCN(C(Cc3nnc(-c4ccc(C5OC(C(O)O)C(O)C(O)C5O)n4C4OC(C(=O)[O-])C(O)C(O)C4O)n3NC(=O)c3nnc(CCC(O)CC(O)CC(=O)O)n3NC(=O)C3OCC(O)C(O)C3O)C(=O)O)CC2)C1=O,1026.375124,-12.1461,0.068244547,483.41,29,18,0.000691099,1367.404,-6.106,0.02042926,570.58,31,17,0.074264251,0.610045191
