SMILES,receptor,docking score
[H]c1cc(-c2cc(-c3nc(-c4c(C)cccc4C)cc4c3[nH]c3ccccc34)c3ncccc3c2)c2ncccc2c1,5ht1b,-15.2
[H]C(CCCN=C(N)N)C(=O)N1Cc2c([nH][nH]c2=NC(=O)c2cc3c([nH]c4ccccc43)c(-c3cc([H])cc4cccnc34)n2)C1(C)C,5ht1b,-13.2
[H]S(=O)(=O)c1ccc(-c2nc(-c3cc([H])c4ncccc4c3)cc3c2[nH]c2ccccc23)cc1-c1cc([H])cc2cccnc12,5ht1b,-13.9
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(C4(O)CCCCC4)n3)cc3cccnc23)cc2cccnc12,5ht1b,-15.2
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(CC(C)=O)n3)c3ncccc3c2)cc2cccnc12,5ht1b,-13.7
[H]n1ncc2c1CCCC2Nc1nc(-c2cc(-c3cc([H])cc4cccnc34)cc3cccnc23)cc2c1[nH]c1ccccc12,5ht1b,-15.5
[H]c1cc2ccccc2n1-c1nc(-c2cc(-c3cc([H])cc4cccnc34)c3ncccc3c2)cc2c1[nH]c1ccccc12,5ht1b,-14.6
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-n4cc(F)c(=O)[nH]c4=O)n3)cc3cccnc23)c2ncccc2c1,5ht1b,-15.1
[H]C(=O)CCCCc1cc2c([nH]c3ccccc32)c(-c2cc(-c3cc([H])cc4cccnc34)cc3cccnc23)n1,5ht1b,-13.6
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(CC(N)C(=O)O)n3)cc3cccnc23)cc2cccnc12,5ht1b,-13.4
[H]c1cc2c([nH]c3ccccc32)c(C2(c3cc(-c4cc([H])c5ncccc5c4)cc4cccnc34)CCCCC2)n1,5ht1b,-13.1
[H]c1cc(-c2cc(-c3nc(-c4ccc(Cl)nc4)cc4c3[nH]c3ccccc34)cc3cccnc23)c2ncccc2c1,5ht1b,-13.7
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(-c3ccc(-c4cc([H])cc5cccnc45)c([N+](=O)[O-])c3)n2)c2ncccc2c1,5ht1b,-12.7
[H]c1nc(-c2cncc3sc(-c4cc(-c5cc([H])cc6cccnc56)c5ncccc5c4)cc23)cc2c1[nH]c1ccccc12,5ht1b,-14.8
[H]c1cc(-c2cc(-c3nc(-c4csc(=N)[nH]4)cc4c3[nH]c3ccccc34)cc3cccnc23)cc2cccnc12,5ht1b,-14.3
[H]C(Cc1nc(-c2cc(-c3cc([H])cc4cccnc34)cc3cccnc23)cc2c1[nH]c1ccccc12)C(=O)C(N)=O,5ht1b,-14.3
[H]c1cc(-c2nc(-c3cc(-c4cc([H])cc5cccnc45)cc4cccnc34)cc3c2[nH]c2ccccc23)cc(C)n1,5ht1b,-15.5
[H]c1nc2c(=N)[nH]cnc2n1-c1nc(-c2cc(-c3cc([H])c4ncccc4c3)c3ncccc3c2)cc2c1[nH]c1ccccc12,5ht1b,-14.5
[H]c1cc(-c2cc(-c3nc(-c4cnc(=N)[nH]c4)cc4c3[nH]c3ccccc34)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.7
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(C4CCCCN4)n3)cc3cccnc23)c2ncccc2c1,5ht1b,-14.7
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-n4cnc([N+](=O)[O-])n4)n3)cc3cccnc23)cc2cccnc12,5ht1b,-16.2
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4ccc5ccccc5c4)n3)cc3cccnc23)c2ncccc2c1,5ht1b,-15.7
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(-c3cc([H])cc4cccnc34)n2)c2cc(-c3cc([H])cc4cccnc34)ccc2n1,5ht1b,-15.1
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4ccc(O)[nH]4)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.6
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4cnccc4C)n3)cc3cccnc23)cc2cccnc12,5ht1b,-15.4
[H]c1cc(C2CCC3(O)C4Cc5ccc(O)c6c5C3(CCN4CC(C)CC)C2O6)cc2cccnc12,5ht1b,-10.7
CC1CCCCN1S(=O)(=O)c1ccc(F)c(F)c1,5ht1b,-8.1
[H]n1c(=O)c(-c2cc3c([nH]c4ccccc43)c(-c3cc([H])cc4cccnc34)n2)c(C)n(-c2cc([H])cc3cccnc23)c1=O,5ht1b,-12.6
[H]C1(c2nc(-c3cc([H])c4ncccc4c3)cc3c2[nH]c2ccccc23)CCN(CCN=c2cc[nH]c3cc(Cl)ccc23)CC1,5ht1b,-12.2
[H]c1cc2c([nH]c3ccccc32)c(-c2cc(Br)ccc2-c2cc(-c3cc([H])c4ncccc4c3)cc3cccnc23)n1,5ht1b,-13.1
[H]C(CCC)C(=O)C(=O)N1C(=O)CCC1c1cc([H])c2ncccc2c1,5ht1b,-8.5
[H]C1CN(c2nc(-c3cc([H])c4ncccc4c3)cc3c2[nH]c2ccccc23)CC1c1cc([H])cc2cccnc12,5ht1b,-13.1
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4cc([H])cc5cccnc45)n3)c(C#N)c(=O)[nH]2)c2ncccc2c1,5ht1b,-13.1
[H]c1cc(-c2cc(-c3nc(C(C)C)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-13.5
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-n4ccc(=O)[nH]c4=O)n3)cc3cccnc23)cc2cccnc12,5ht1b,-15.9
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(N4CC(F)CC4C#N)n3)cc3cccnc23)cc2cccnc12,5ht1b,-14.2
[H]c1cc(-c2nc(-c3cc4c([nH]c5ccccc54)c(-c4cc([H])cc5cccnc45)n3)cs2)c2ncccc2c1,5ht1b,-13.5
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4ccc5c[nH]nc5c4)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-15.5
[H]c1cnc2cnc(-c3cc4c([nH]c5ccccc54)c(-c4cc(-c5cc([H])cc6cccnc56)cc5cccnc45)n3)cn12,5ht1b,-14.9
[H]C12CCCCC=C1N(C(=O)C(N)C(C)CC)C(=O)C(c1nc(-c3cc([H])c4ncccc4c3)cc3c1[nH]c1ccccc13)C2,5ht1b,-7.9
[H]c1nnc(-c2nc(-c3cc(-c4cc([H])c5ncccc5c4)c4ncccc4c3)cc3c2[nH]c2ccccc23)o1,5ht1b,-14.8
[H]c1cc(-c2cc(-c3nc(-c4cc5cc(C)ccc5[nH]c4=O)cc4c3[nH]c3ccccc34)cc3cccnc23)cc2cccnc12,5ht1b,-14.4
[H]c1cc2c([nH]c3ccccc32)c(CC(=O)N=c2ccc(-c3cc(-c4cc([H])c5ncccc5c4)c4ncccc4c3)n[nH]2)n1,5ht1b,-14.4
[H]c1cc(-c2c(-c3cc4c([nH]c5ccccc54)c(-c4cc([H])c5ncccc5c4)n3)c(=O)c2=O)cc2cccnc12,5ht1b,-14.5
[H]c1cc(-c2nc(NS(=O)(=O)NS(=O)(=O)c3ccc([N+](=O)[O-])cc3)cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-11.7
[H]c1cc(-c2nc(-c3ccc4c(c3)CCC3C4(C)CCCC3(C)c3cc([H])cc4cccnc34)cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-10
[H]c1nc(-c2cc3c([nH]c4ccccc43)c(-c3cc(-c4cc([H])cc5cccnc45)cc4cccnc34)n2)cc2c1[nH]c1ccccc12,5ht1b,-15.1
[H]C(=O)C1=C(C)N=C(C)C([H])C1c1nc(-c2cc(-c3cc([H])cc4cccnc34)c3ncccc3c2)cc2c1[nH]c1ccccc12,5ht1b,-13.2
[H]S(=O)(=O)c1ccc2c(c1)CCCN2c1cc2c([nH]c3ccccc32)c(-c2cc(-c3cc([H])c4ncccc4c3)cc3cccnc23)n1,5ht1b,-15.2
[H]CC1c2cc(-c3cc([H])c4ncccc4c3)c([H])cc2CCN1CCC(=O)O,5ht1b,-9.8
[H]c1cc(-c2cc(-c3nc(-c4ccc(Br)cn4)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-12.7
[H]c1cc(-c2cc(-c3nc(-c4csc5ccccc45)cc4c3[nH]c3ccccc34)cc3cccnc23)c2ncccc2c1,5ht1b,-14.8
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4cc(=O)c5ccccc5o4)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-16.4
[H]c1cc(-c2nc(NC(=S)OCCC(C)C)cc3c2[nH]c2ccccc23)cc2cccnc12,5ht1b,-10.7
[H]C(=O)N=c1cc([H])[nH]n1-c1nc(-c2cc(-c3cc([H])cc4cccnc34)c3ncccc3c2)cc2c1[nH]c1ccccc12,5ht1b,-11.9
[H]c1cc(-n2c(O)c(-c3nc(-c4cc([H])c5ncccc5c4)cc4c3[nH]c3ccccc34)[nH]c2=O)c2ncccc2c1,5ht1b,-12.9
[H]c1cc(-c2nc(CN=c3[nH]cnc4c3ncn4-c3cc([H])c4ncccc4c3)cc3c2[nH]c2ccccc23)cc2cccnc12,5ht1b,-13.5
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(C(F)(C(F)(F)F)C(F)(F)F)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.5
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(C4CC(O)CC(=O)O4)n3)cc3cccnc23)c2ncccc2c1,5ht1b,-14.9
[H]c1cc(-c2cc(-c3nc(N4CCN5CCCC5C4)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-13.7
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(C4OC(C)C(O)C(O)C4O)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.5
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(SC(=S)NC(=O)C(N)CC(C)C)n2)cc2cccnc12,5ht1b,-10.7
[H]CC1c2cc([H])c(-c3cc([H])cc4cccnc34)cc2CCN1C(CCC(=O)O)C(=O)O,5ht1b,-10.2
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4ccc(C)cc4Cl)n3)cc3cccnc23)c2ncccc2c1,5ht1b,-14.8
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4cccc5ccc(C)nc45)n3)cc3cccnc23)cc2cccnc12,5ht1b,-16.5
[H]c1cc(-c2cc(-c3nc(-c4ccc(C)cc4Br)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-13.6
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(C4(O)CCCCC4)n3)c3ncccc3c2)cc2cccnc12,5ht1b,-14.7
[H]C1CCN1c1cc2c([nH]c3ccccc32)c(-c2cc(-c3cc([H])c4ncccc4c3)cc3cccnc23)n1,5ht1b,-14.2
[H]c1sc(C)nc1-c1nc(-c2cc(-c3cc([H])cc4cccnc34)cc3cccnc23)cc2c1[nH]c1ccccc12,5ht1b,-14.6
[H]c1cc(-c2cc([H])c(C)c(-c3cc4c([nH]c5ccccc54)c(-c4cc([H])c5ncccc5c4)n3)c2)c2ncccc2c1,5ht1b,-15.2
[H]c1cc(-c2cc(-c3nc(N4CCN5CCCC5C4)cc4c3[nH]c3ccccc34)cc3cccnc23)c2ncccc2c1,5ht1b,-12
[H]c1cc(-c2cc([H])c3ncccc3c2)cc(-c2nc(-c3cc([H])c4ncccc4c3)cc3c2[nH]c2ccccc23)c1[H],5ht1b,-13.8
[H]c1cc(-c2nc(NC(=S)NS(=O)(=O)c3cccc4nonc34)cc3c2[nH]c2ccccc23)cc2cccnc12,5ht1b,-13.3
CC(CO)N1CC2CN(S(=O)(=O)c3ccc(F)cc3F)CC2C1,5ht1b,-7.8
[H]C1C2CCC(C2)C1C(=O)N=c1cc2ccc(-c3cc(-c4cc([H])cc5cccnc45)cc4cccnc34)cc2c[nH]1,5ht1b,-13.9
[H]c1cc(-c2cc(-n3cc(N4CCCC(O)C4)c(=O)c4ccccc43)c3ncccc3c2)cc2cccnc12,5ht1b,-12.4
[H]c1cc(-c2cc(-c3nc(CCC(C)C)cc4c3[nH]c3ccccc34)c3ncccc3c2)c2ncccc2c1,5ht1b,-12.8
[H]c1nc(-c2nn3cc(-c4cc(-c5cc([H])c6ncccc6c5)cc5cccnc45)nc3s2)cc2c1[nH]c1ccccc12,5ht1b,-12
[H]c1cc(-c2cc(-c3nc(-c4ccc5cc[nH]c5c4)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-14
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3[nH]c(-c4cc([H])cc5cccnc45)nc3cc2-c2cc([H])c3ncccc3c2)n1,5ht1b,-12.4
[H]c1nc(-c2cc(-c3cc(-c4cc([H])c5ncccc5c4)c4ncccc4c3)ccc2F)cc2c1[nH]c1ccccc12,5ht1b,-14.9
[H]CCCC([H])C(=O)N1CCN(Cc2cc([H])cc3cccnc23)CC1,5ht1b,-8.2
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(CC(C)(C)C)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.2
[H]C1CCC2C(=C3SC(=O)N(C(=O)C(F)(F)F)C3=O)CCCC12C,5ht1b,-9.3
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4ccccc4S(=O)(=O)N=c4o[nH]c(C)c4C)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-13.6
[H]c1ccc2cc(-c3cc4c([nH]c5ccccc54)c(-c4cc(-c5cc([H])c6ncccc6c5)cc5cccnc45)n3)c(=O)oc2c1C,5ht1b,-14.6
[H]c1cc(-c2cc(-c3nc(C4CCOC4)cc4c3[nH]c3ccccc34)c3ncccc3c2)c2ncccc2c1,5ht1b,-14
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(CCCCCC(=O)O)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-13.6
[H]c1cc(-c2cc(-c3nc(-c4cncnc4)cc4c3[nH]c3ccccc34)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.3
[H]C1C2CCCN3CCCC(CN1c1nc(-c4cc(-c5cc([H])cc6cccnc56)cc5cccnc45)cc4c1[nH]c1ccccc14)C23,5ht1b,-12.8
[H]c1cc(-c2cc(-c3nc(-c4c[nH]c(=O)[nH]c4=O)cc4c3[nH]c3ccccc34)cc3cccnc23)cc2cccnc12,5ht1b,-15.9
[H]c1c(Br)cc(-c2cc([H])c3ncccc3c2)cc1-c1cc2c([nH]c3ccccc32)c(-c2cc([H])c3ncccc3c2)n1,5ht1b,-15.4
[H]CN=c1[nH]cnc2c(-c3cc4c([nH]c5ccccc54)c(-c4cc(-c5cc([H])cc6cccnc56)c5ncccc5c4)n3)cccc12,5ht1b,-13.9
[H]c1cc(-c2cc(-c3nc(-c4noc(C)n4)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-14.6
[H]c1cc(-c2nc(-c3cc(-c4cc([H])c5ncccc5c4)cs3)cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-13.6
[H]c1cc(-c2nc(-c3ncc(-c4cc([H])c5ncccc5c4)cc3[H])cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-13
[H]c1c(-c2cc([H])c3ncccc3c2)cnn1-c1cc2c([nH]c3ccccc32)c(-c2cc([H])c3ncccc3c2)n1,5ht1b,-12.1
[H]c1cc(-c2cnc(-c3nc(-c4cc([H])cc5cccnc45)cc4c3[nH]c3ccccc34)c(Cl)c2)c2ncccc2c1,5ht1b,-13.8
[H]c1cc(-c2cc(-c3nc(-c4cc(O)c(O)c(O)c4)cc4c3[nH]c3ccccc34)c3ncccc3c2)c2ncccc2c1,5ht1b,-14
[H]c1nc(-c2nc(-c3cc(-c4cc([H])cc5cccnc45)cc4cccnc34)cc3c2[nH]c2ccccc23)sc1N,5ht1b,-12.8
[H]c1nc(-c2cn3ccsc3n2)c2c(n1)N(CC(C)O)CC2,5ht1b,-7.3
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(CC(C)C)n3)cc3cccnc23)cc2cccnc12,5ht1b,-13.9
[H]c1cc(-c2cccc3c2CN(S(=O)(=O)c2cccc4cccnc24)CC3)c2ncccc2c1,5ht1b,-12.4
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(CC(C)(C)O)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-13.2
[H]c1cc(-c2cc(-c3nc(-c4cn(C)c(=O)c5[nH]ccc45)cc4c3[nH]c3ccccc34)cc3cccnc23)c2ncccc2c1,5ht1b,-15.1
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(C3OC(c4cc([H])c5ncccc5c4)C(O)C3O)n2)cc2cccnc12,5ht1b,-11.8
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4ccc(C)cc4C)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.9
[H]C1CCN(c2nc(-c3cc(-c4cc([H])c5ncccc5c4)cc4cccnc34)cc3c2[nH]c2ccccc23)CC1,5ht1b,-13.7
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4ccc(C#N)c(Cl)c4)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.6
[H]C(=O)N=c1[nH]c2ccc(-c3nc(-c4cc(-c5cc([H])cc6cccnc56)c5ncccc5c4)cc4c3[nH]c3ccccc34)cc2s1,5ht1b,-10.3
[H]C(=O)CSC(=S)N1CCN(c2cc3c([nH]c4ccccc43)c(-c3cc([H])cc4cccnc34)n2)CC1,5ht1b,-10.7
[H]c1cc(-n2nc(C)nc2-c2nc(-c3cc([H])c4ncccc4c3)cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-13.4
[H]C(=O)N=c1[nH]c2ccc(-c3nc(-c4cc(-c5cc([H])cc6cccnc56)c5ncccc5c4)cc4c3[nH]c3ccccc34)cc2[nH]1,5ht1b,-10.3
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4sc(=O)[nH]c4O)n3)cc3cccnc23)c2ncccc2c1,5ht1b,-15
[H]c1cc(-c2cc(-c3nc(C45CCC(C(=C)C)C4C4CCC6C7(C)CCC(O)C(C)(C)C7CCC6(C)C4(C)CC5)cc4c3[nH]c3ccccc34)cc3cccnc23)cc2cccnc12,5ht1b,-4.5
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(C3COCCN3S(=O)(=O)c3c[nH]cn3)n2)c2ncccc2c1,5ht1b,-11.4
[H]c1cc(-n2cc(C=Cc3ccc(C)cc3)c3ccccc32)cc2cccnc12,5ht1b,-12
[H]c1cc2c([nH]c3ccccc32)c(NC(=NO)c2ccc(C)nc2-c2cc(-c3cc([H])c4ncccc4c3)cc3cccnc23)n1,5ht1b,-14.7
[H]c1cc(-c2nc(-c3ccc4oc(-c5cc([H])c6ncccc6c5)c(C)c4c3)cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-11.3
[H]c1cc(-c2cc(-c3nc(C(=O)N=c4cc[nH]cc4)cc4c3[nH]c3ccccc34)cc3cccnc23)cc2cccnc12,5ht1b,-14.7
[H]c1cc(C2(F)CCN(C(=O)CCCC)CC2)cc2cccnc12,5ht1b,-8.7
[H]c1cc(-c2cc(-c3nc(C(=O)C(N)=O)cc4c3[nH]c3ccccc34)cc3cccnc23)c2ncccc2c1,5ht1b,-14.4
[H]c1nc2ccc(-c3nc(-c4cc([H])cc5cccnc45)cc4c3[nH]c3ccccc34)cn2c1-c1cc([H])c2ncccc2c1,5ht1b,-14.8
[H]c1cc2c([nH]c3ccccc32)c(C2(c3cc([H])cc4cccnc34)CC2c2cc([H])cc3cccnc23)n1,5ht1b,-13.3
[H]c1cc2c([nH]c3ccccc32)c(C2OC(C)CC(c3cc(-c4cc([H])c5ncccc5c4)c4ncccc4c3)C2O)n1,5ht1b,-13.3
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(-c3nncn3-c3cc([H])cc4cccnc34)n2)c2ncccc2c1,5ht1b,-13.2
[H]C(=O)C(=NOC)c1ccccc1-c1nc(-c2cc(-c3cc([H])cc4cccnc34)c3ncccc3c2)cc2c1[nH]c1ccccc12,5ht1b,-13
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4csc(=N)[nH]4)n3)cc3cccnc23)cc2cccnc12,5ht1b,-14.9
[H]c1cc(-c2cc(-c3nc(-c4csc(=NC(=N)N)[nH]4)cc4c3[nH]c3ccccc34)cc3cccnc23)cc2cccnc12,5ht1b,-14.7
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(-n3c(=O)c4ccccc4n4c(-c5cc([H])c6ncccc6c5)nnc34)n2)c2ncccc2c1,5ht1b,-14.2
[H]c1cc(C23COCC2CN(CCS(N)(=O)=O)C3)cc2cccnc12,5ht1b,-9.4
[H]C(N1CCC(F)(n2c(C)nc3ccccc3c2=O)CC1)C(Cl)(Cl)Cl,5ht1b,-8.3
[H]c1nc(-c2nc(=O)c(-c3cc([H])cc4cccnc34)c(-c3cc([H])c4ncccc4c3)[nH]2)cc2c1[nH]c1ccccc12,5ht1b,-14
[H]c1cc(-c2cc(-n3cc(-c4cc([H])c5ncccc5c4)c(=O)c4ccccc43)c(Cl)cc2F)c2ncccc2c1,5ht1b,-14.3
[H]c1cc(-c2nc(-c3nc(=O)c(-c4cc([H])c5ncccc5c4)c(O)[nH]3)cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-12.6
[H]c1cc(-c2cc(-c3nc(-c4cccc5nc(C)ccc45)cc4c3[nH]c3ccccc34)cc3cccnc23)cc2cccnc12,5ht1b,-15.3
[H]c1cc2c([nH]c3ccccc32)c(C2CC(N=[N+]=[N-])C(c3cc(-c4cc([H])cc5cccnc45)c4ncccc4c3)O2)n1,5ht1b,-14.3
[H]C(C(=O)c1nc(-c2cc(-c3cc([H])cc4cccnc34)c3ncccc3c2)cc2c1[nH]c1ccccc12)C(C)C,5ht1b,-14.2
[H]c1cc(-c2cc(-c3nc(-c4ccccn4)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-13.7
[H]=C1SC(=O)N(C(=O)CCC(=O)N2CCc3c([H])nn([H])c3C2=O)C1=O,5ht1b,-9
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(-c3cc(Cl)c(-c4cc([H])c5ncccc5c4)c(Cl)c3)n2)cc2cccnc12,5ht1b,-10.9
[H]c1cc(-c2cc(-c3nc([N+](C)(C)C)cc4c3[nH]c3ccccc34)cc3cccnc23)cc2cccnc12,5ht1b,-13.9
[H]c1cc(C2CCC3C(=Cc4ccncc4)CCCC32C)c2ncccc2c1,5ht1b,-10.2
[H]C1CCC2C(=Cc3ccc(C=CCCC(=O)O)cc3)CCCC12C,5ht1b,-10.2
[H]c1ccc2c(c1)-c1c(c(-c3cc4c([nH]c5ccccc54)c(-c4cc([H])c5ncccc5c4)n3)nn1-c1cc([H])cc3cccnc13)CC2,5ht1b,-12
[H]C1CC(C)OC(C2(F)CCN(CC(C)=O)CC2)C1O,5ht1b,-7.2
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(C(=O)NN4CCCCC4)n3)c3ncccc3c2)cc2cccnc12,5ht1b,-14.4
[H]c1cc(-c2cc(-c3nc(-c4cccc[n+]4[O-])cc4c3[nH]c3ccccc34)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.3
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(CCCC)n3)c3ncccc3c2)c2ncccc2c1,5ht1b,-14.1
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-n4nc(C)c([N+](=O)[O-])c4C)n3)cc3cccnc23)cc2cccnc12,5ht1b,-14.9
[H]c1cc(-c2nc(-c3c[nH]n(-c4cc([H])c5ncccc5c4)c3=N)cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-13.5
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4sc5c(c4C#N)CCCC5)n3)cc3cccnc23)c2ncccc2c1,5ht1b,-13.8
[H]c1cc(-c2nc(-c3c(C)cccc3-c3cc([H])c4ncccc4c3)cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-13.5
[H]c1nc(-c2cc(O)cc(O)c2-c2cc(-c3cc([H])cc4cccnc34)cc3cccnc23)cc2c1[nH]c1ccccc12,5ht1b,-12.8
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(-c3nc4cc(C)ccn4c3-c3cc([H])c4ncccc4c3)n2)cc2cccnc12,5ht1b,-15
[H]c1cc2c([nH]c3ccccc32)c(-c2cc3ccc(-c4cc(-c5cc([H])cc6cccnc56)cc5cccnc45)cc3[nH]2)n1,5ht1b,-15.3
[H]c1cc(-c2cc(-c3nc(SC(C)=O)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-13.2
[H]c1cc(-c2cc(-c3nc(N4CCC(O)CC4)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-13.7
[H]c1cc(-c2cc3c([nH]c4ccccc43)c(-c3nnc4n3CCN(C(=O)C(N)C(C)CC)C4)n2)cc2cccnc12,5ht1b,-10.3
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(-c4cc([H])c5ncccc5c4)n3)c(C)[nH]c2=O)c2ncccc2c1,5ht1b,-15.1
[H]c1cc(-c2cc(-c3[nH]c4ccccc4c3-c3ccccc3[N+](=O)[O-])c3ncccc3c2)c2ncccc2c1,5ht1b,-13.3
[H]c1nc(-c2c(Cl)ccc(-c3cc(-c4cc([H])c5ncccc5c4)cc4cccnc34)c2F)cc2c1[nH]c1ccccc12,5ht1b,-13.9
[H]c1nc(-c2cn3nc(-c4cc(-c5cc([H])c6ncccc6c5)c5ncccc5c4)ccc3n2)cc2c1[nH]c1ccccc12,5ht1b,-10.4
[H]C1CCC(C)CC1c1c(-c2cc(-c3cc([H])cc4cccnc34)c3ncccc3c2)[nH]c2ccccc12,5ht1b,-14.5
[H]c1cc(-c2cc(-c3nc(-c4cc([H])c5ncccc5c4)cc4c3[nH]c3ccccc34)nc(C)n2)c2ncccc2c1,5ht1b,-13.6
[H]c1cc(-c2cn(-c3nc(-c4cc([H])c5ncccc5c4)cc4c3[nH]c3ccccc34)[nH]c2=Nc2ccccc2)c2ncccc2c1,5ht1b,-10.9
[H]c1cc(-c2cc(-c3nc(C(C)(C)C)cc4c3[nH]c3ccccc34)c3ncccc3c2)cc2cccnc12,5ht1b,-13.6
[H]c1cc(-c2cc(-c3cc4c([nH]c5ccccc54)c(C4CNCCO4)n3)cc3cccnc23)c2ncccc2c1,5ht1b,-14
[H]c1cc(-c2nc(-c3nnc(-c4cc([H])c5ncccc5c4)c4ccccc34)cc3c2[nH]c2ccccc23)c2ncccc2c1,5ht1b,-14.3
[H]c1cc(-c2cc(-c3nc(-c4ccc(C(O)=NO)cc4)cc4c3[nH]c3ccccc34)cc3cccnc23)c2ncccc2c1,5ht1b,-13.1
[H]c1cc(-c2cc(-c3nc(-c4nc5ccc(F)cc5s4)cc4c3[nH]c3ccccc34)cc3cccnc23)c2ncccc2c1,5ht1b,-13
